102,10,1602.7324736656842,605.4572860030174,102.96165177478315,84.45688747188933,-1,-1,-1,-1
102,11,1602.791716776244,604.6777306498903,102.92859354762913,85.23644282501641,-1,-1,-1,-1
103,10,1656.7836858841724,604.998784672968,111.14768317199764,89.87015096925393,-1,-1,-1,-1
103,11,1657.0275858914329,604.704318055604,111.36353804354826,90.88150096216395,-1,-1,-1,-1
104,10,1708.3489431315006,603.4546365270093,121.03319678146954,96.57471172300575,-1,-1,-1,-1
104,11,1708.9118228897412,603.3538385458055,119.51512893414179,96.24847422655284,-1,-1,-1,-1
105,10,1763.4106867533242,600.8830151878252,132.8297929803075,104.9682306754296,-1,-1,-1,-1
105,11,1749.4033040453503,602.6289862878526,124.52949868937753,100.28666347374974,-1,-1,-1,-1
106,10,1802.64374171087,599.9269054704622,137.75794931445034,110.63913972084526,-1,-1,-1,-1
107,10,1845.1756438926304,598.854657810251,144.10496431933075,115.73668752101219,-1,-1,-1,-1
264,14,583.8581540507897,648.052707209588,63.01551884366654,84.2250760684924,-1,-1,-1,-1
265,14,568.0260172866928,647.7713707593848,67.19356859440359,89.91585918698513,-1,-1,-1,-1
266,14,544.9429222630222,626.2634374389507,86.52727561198333,118.51258220763759,-1,-1,-1,-1
267,14,531.9931087179506,635.6303674295691,83.00328264173993,113.70696145103875,-1,-1,-1,-1
268,14,515.0793903566397,629.4313093395775,88.21229183759908,121.68183366762412,-1,-1,-1,-1
269,14,498.6947545079696,652.4688046350275,81.53144298620873,111.71057864463296,-1,-1,-1,-1
270,14,471.83441347316784,655.0929072106026,88.58532691156574,121.53609971520564,-1,-1,-1,-1
271,14,449.10824177797457,661.0538765890235,90.0341461903011,123.25416521073396,-1,-1,-1,-1
272,14,420.53186012140276,660.9087100945897,100.25227368847476,135.86473105198706,-1,-1,-1,-1
273,14,390.5763284121982,661.4638227758129,107.47480591547856,145.05139434150135,-1,-1,-1,-1
274,14,359.5344476595079,677.2014958665676,107.68181809116294,143.08442261587402,-1,-1,-1,-1
275,14,321.9971241956013,681.1136709688355,121.469432785918,159.91653393977617,-1,-1,-1,-1
276,14,277.9102964426652,679.522385081188,135.15104069839617,177.39528419467615,-1,-1,-1,-1
277,14,235.60814281667845,677.5897960327374,150.13930208475344,195.46761676192398,-1,-1,-1,-1
278,14,213.81668639590393,679.4653745690102,155.5085095820239,202.46395055538528,-1,-1,-1,-1
285,29,638.535275576252,532.4178108828298,126.6307742579603,110.80788160298448,-1,-1,-1,-1
286,29,632.2625656047646,530.3439684609205,130.98828842896762,114.14846999931149,-1,-1,-1,-1
287,29,629.0478862760979,526.8228376027299,136.3651265517518,118.82248797672571,-1,-1,-1,-1
287,30,432.7292244161031,477.4047107719316,197.2802088535343,194.24487848707554,-1,-1,-1,-1
288,29,625.7660086758037,527.049166596099,137.21715251165824,118.98699448039497,-1,-1,-1,-1
288,30,418.2844329346991,470.92943762365894,208.25969781434083,204.26641400347944,-1,-1,-1,-1
289,29,623.5297956847281,526.5549720402095,138.43828356134964,119.59783473788309,-1,-1,-1,-1
289,30,402.10579807242385,466.6997624242465,216.5947730224529,211.03664655787452,-1,-1,-1,-1
290,29,618.8845253615199,524.4009367937595,143.33805099971994,123.81381781276355,-1,-1,-1,-1
290,30,393.3122950122897,463.92679556770236,222.73515368335075,213.92933228659854,-1,-1,-1,-1
291,29,605.8069131900204,522.3223639992723,148.7383342763676,127.96588704384419,-1,-1,-1,-1
291,30,375.86171402416,457.5915691004708,233.70484651390592,220.88675329467435,-1,-1,-1,-1
292,29,601.8072265066328,520.928601159316,150.3137873285341,128.15138759600097,-1,-1,-1,-1
292,30,352.3378754840867,450.68630415936383,246.4004322055075,230.63390683298297,-1,-1,-1,-1
293,29,598.1040107797533,519.8017136473896,154.22629539530033,131.41052626057478,-1,-1,-1,-1
293,30,329.79615373801266,441.6312506203872,266.576394236997,246.62149900480705,-1,-1,-1,-1
294,29,576.2804295564532,517.4624301500894,162.1104298292779,135.1902095318751,-1,-1,-1,-1
294,30,298.5328659954014,433.11734572465843,280.8185186908704,259.68230388321876,-1,-1,-1,-1
295,29,552.5913004030325,512.7142877882243,176.4544731282698,144.36427737054873,-1,-1,-1,-1
295,30,270.8207595671376,426.7101373249122,294.11495957073413,271.64668613770056,-1,-1,-1,-1
296,29,537.265721078257,509.651521905286,188.26630221780908,151.0192995929233,-1,-1,-1,-1
296,30,244.22306714756866,417.96660439201696,310.3325275537374,286.3326596045499,-1,-1,-1,-1
297,29,537.9714455872105,508.50080684638067,191.91059881088495,152.28002994324686,-1,-1,-1,-1
297,30,217.9932066980123,410.2254627173535,322.2771740267202,296.9723980462992,-1,-1,-1,-1
298,29,532.9092737233641,506.1965425508635,196.89101678737063,155.20660953573412,-1,-1,-1,-1
298,30,186.68389586659325,399.0662890378175,338.4722358925053,312.35293651637704,-1,-1,-1,-1
299,29,484.15928621322877,498.2793157678283,226.4023143786141,173.62857135343063,-1,-1,-1,-1
299,30,143.7278444504942,383.44047035937695,356.868702889064,333.9828838329653,-1,-1,-1,-1
300,29,461.20646900958786,490.9260597026994,239.07661449937268,177.50070795088072,-1,-1,-1,-1
300,30,182.93215780551762,374.8736303313822,387.6109106473805,344.8577390769492,-1,-1,-1,-1
301,29,449.36753204673255,487.9757342564142,245.30710137630103,182.12627496056683,-1,-1,-1,-1
301,30,174.95010273604282,365.34288531765355,425.3093604846297,356.4532888431695,-1,-1,-1,-1
302,30,144.78832568025186,353.5434209493601,457.59727708452397,361.37087526020764,-1,-1,-1,-1
303,29,424.4507057145453,479.5715797069096,257.68360849563885,189.44189980146064,-1,-1,-1,-1
303,30,119.29094313306328,347.1934812348354,483.3678489296191,362.2929320023502,-1,-1,-1,-1
304,29,454.73328778689364,473.4860136415387,255.21303631261213,191.31505662155274,-1,-1,-1,-1
304,30,103.55127737871555,339.541542533604,495.99921976382143,371.759603453317,-1,-1,-1,-1
305,29,462.71255616749073,470.03191407183965,255.51239719169251,193.26211395971097,-1,-1,-1,-1
306,29,452.7558436175766,465.57864813933,262.6591833981179,200.98136889261747,-1,-1,-1,-1
307,29,443.07286189983864,459.4729306293437,269.01568050463635,207.689072120449,-1,-1,-1,-1
308,29,429.30464709384205,454.62665562791204,274.4758671389234,212.10414300192582,-1,-1,-1,-1
308,37,207.98495746580102,441.93773567529115,217.14570962283176,252.7137001699332,-1,-1,-1,-1
309,29,414.1794560978193,447.7170207569694,284.80938605664835,220.73666735717677,-1,-1,-1,-1
309,37,188.69196459895832,437.33126111255694,221.87103420884793,258.21302204970607,-1,-1,-1,-1
310,29,394.1799861262753,438.7553034746874,300.76674787803694,234.17404658993956,-1,-1,-1,-1
310,37,122.42468423123447,423.5091982436722,248.02664717231048,290.59718271586195,-1,-1,-1,-1
311,29,377.6834882527995,433.4443646188936,311.3417763444305,244.3783475355317,-1,-1,-1,-1
311,37,59.69203306700359,415.5154561963975,260.2810357942068,301.5597155153655,-1,-1,-1,-1
